"rank"	"DPName"	"dpID"	"dpIDSource"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"measurementScale"	"ontologyMapping"	"pubFormat"	"exampleEntry"	"usage"	"fieldType"	"tableType"	"inputs"	"ingestDPIDSource"	"ingestTableSource"	"ingestFieldSource"	"inputFieldParameter"	"filterSampleClass"	"timeIndex"	"timeDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"	"lovName"	"primaryKey"	"redactionFlag"
26	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"individualBarcode"	"Barcode for a tagged individual"	"string"	"NA"	"textDomain"	"NA"	"asIs"	"11FF079DB58949958EABA074E682B388"	"both"	"DP"	"site-all"	"primarySampleBarcode"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"SAMPLE_TABLE"	"taggedPlant"	"NA"	0	"NA"	"none"	"N"	"NA"	"NA"	"N"	"NA"
27	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"taxonID"	"Species code, based on one or more sources"	"string"	"NA"	"nominal"	"DWC_v2009-08-24:taxonID [http://rs.tdwg.org/dwc/terms/history/index.htm#taxonID-2009-08-24]"	"asIs"	"ACRU"	"both"	"DP"	"site-all"	"acceptedTaxonID"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"NEON_TAXONOMY"	"PLANT"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
28	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"scientificName"	"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined"	"string"	"NA"	"nominal"	"DWC_v2009-04-24:scientificName [http://tdwg.github.io/dwc/terms/history/index.htm#scientificName-2009-09-21]"	"asIs"	"Acer rubrum"	"both"	"DP"	"site-all"	"scientificName"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"NEON_TAXONOMY"	"PLANT"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
29	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"identificationQualifier"	"A standard term to express the determiner's doubts about the Identification"	"string"	"NA"	"nominal"	"DWC_v2009-04-24:identificationQualifier [http://rs.tdwg.org/dwc/terms/history/index.htm#identificationQualifier-2009-04-24]"	"LOV"	"cf. Species"	"both"	"DP"	"site-all"	"identificationQualifier"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"Identification Qualifiers"	"N"	"NA"
30	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"taxonRank"	"The lowest level taxonomic rank that can be determined for the individual or specimen"	"string"	"NA"	"nominal"	"DWC_v2009-09-21:taxonRank[http://rs.tdwg.org/dwc/terms/history/index.htm#taxonRank-2009-09-21]"	"asIs"	"species"	"both"	"DP"	"site-all"	"taxonRank"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"NEON_TAXONOMY"	"PLANT"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
31	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"nativeStatusCode"	"The process by which the taxon became established in the location"	"string"	"NA"	"nominal"	"NA"	"LOV"	"N"	"both"	"DP"	"site-all"	"nativeStatusCode"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"NEON_TAXONOMY"	"PLANT"	"NA"	0	"NA"	"basic"	"N"	"NA"	"Taxon Native Status"	"N"	"NA"
32	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"identificationHistoryID"	"Identifier for linking records related to this identification history"	"string"	"NA"	"textDomain"	"NA"	"asIs"	"B0F07806AEB2458BA3D5E9788EDA0650"	"both"	"DP"	"site-all"	"identificationHistoryID"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
33	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"growthForm"	"The growth form classification"	"string"	"NA"	"nominal"	"NA"	"LOV"	"Evergreen conifer"	"both"	"DP"	"site-all"	"growthForm"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"phe.growthForm"	"N"	"NA"
34	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"vstTag"	"Indicator for whether a tagID is associated with vegetation structure measurements"	"string"	"NA"	"nominal"	"NA"	"LOV"	"No"	"both"	"DP"	"site-all"	"vstTag"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"Yes or No choice"	"N"	"NA"
35	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"samplingProtocolVersion"	"The NEON document number and version where detailed information regarding the sampling method used is available; format NEON.DOC.######vX"	"string"	"NA"	"textDomain"	"DWC_v2009-04-24:samplingProtocol [http://rs.tdwg.org/dwc/terms/history/index.htm#samplingProtocol-2009-04-24]"	"LOV"	"NEON.DOC.1234456"	"both"	"DP"	"site-all"	"samplingProtocolVersion"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"none"	"N"	"NA"	"phe.samplingProtocolVersion"	"N"	"NA"
36	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"measuredBy"	"An identifier for the technician who measured or collected the data"	"string"	"NA"	"textDomain"	"NA"	"asIs"	"xwW9faweG9yezxUGEB9quDydrYQYJWI4"	"both"	"DP"	"site-all"	"measuredBy"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
37	"Plant phenology observations"	"NEON.DOM.SITE.DP1.10055.001"	"NEON.DOM.SITE.DP1.10055.001"	"NA"	"phe_perindividual_pub"	"Geolocation and taxonomic identification for phenology plants"	"identifiedBy"	"An identifier for the technician who identified the specimen"	"string"	"NA"	"textDomain"	"DWC_v2014-10-23:identifiedBy [http://rs.tdwg.org/dwc/terms/history/index.htm#identifiedBy-2014-10-23]"	"asIs"	"xwW9faweG9yezxUGEB9quDydrYQYJWI4"	"both"	"DP"	"site-all"	"identifiedBy"	"NEON.DOM.SITE.DP0.10002.001"	"phe_perindividual_in"	"DP_TABLE"	"NA"	"NA"	0	"NA"	"basic"	"N"	"NA"	"NA"	"N"	"NA"
