Site,Trt Unit,Treatment,Scarified,Species,Plant #,Leaves,Grazed,Notes,Leaves_2011,Grazed_2011,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,80,,,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,81,,,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,82,,,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,83,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,84,,,,1,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,85,,,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,1,2,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,2,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,4,4,y,,1,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,5,4,n,,3,y,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,6,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,7,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,9,5,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,10,3,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,13,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,15,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,17,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,18,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,20,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,21,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,22,4,y,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,23,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,24,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,25,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,26,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,y,LUSUKI,27,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,y,LUSUKI,28,2,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,y,LUSUKI,29,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,y,LUSUKI,30,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,31,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,32,,,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,33,,,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,y,LUSUKI,34,,,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,42,MM,n,LUSUKI,y,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,1,4,n,,3,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,2,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,3,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,4,5,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,5,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,6,4,y,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,7,5,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,8,4,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,9,3,y,,4,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,10,2,y,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,11,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,12,5,n,,3,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,13,3,y,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,14,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,15,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,16,5,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,17,4,y,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,18,6,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,19,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,20,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,21,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,22,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,23,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,24,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,25,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,,LUSUKI,26,4,n,middle,6,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,27,3,n,,10,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,28,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,29,4,n,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,30,3,y,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,31,4,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,32,3,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,33,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,34,2,y,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,35,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,36,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,37,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,38,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,39,2,y,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,40,3,n,,11,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,41,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,42,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,43,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,44,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,45,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,46,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,47,3,n,,10,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,48,1,y,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,49,1,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,50,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,51,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,52,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,53,2,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,54,2,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,55,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,56,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,57,2,y,,3,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,58,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,59,2,n,,1,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,60,3,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,61,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,62,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,63,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,64,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,65,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,66,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,67,2,n,,7,y,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,,LUSUKI,68,2,n,can't find,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,69,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,70,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,71,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,72,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,y,LUSUKI,73,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,74,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,75,2,n,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,76,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,77,6,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,78,1,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,79,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,80,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,43,SBG,n,LUSUKI,81,,,,13,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,2,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,4,3,n,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,5,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,6,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,7,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,8,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,9,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,11,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,13,1,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,14,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,15,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,16,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,17,3,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,y,LUSUKI,18,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,19,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,20,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,21,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,22,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,23,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,24,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,25,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,26,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,27,2,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,28,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,29,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,30,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,31,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,32,3,n,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,33,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,34,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,35,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,36,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,37,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,38,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,39,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,40,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,41,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,42,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,43,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,44,2,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,45,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,46,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,47,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,48,2,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,49,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,50,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,51,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,52,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,53,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,54,1,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,55,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,56,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,57,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,58,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,59,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,60,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,61,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,62,2,y,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,63,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,64,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,65,4,n,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,66,4,n,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,67,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,68,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,44,Control,n,LUSUKI,69,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,y,LUSUKI,1,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,y,LUSUKI,2,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,5,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,6,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,7,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,9,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,10,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,y,LUSUKI,12,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,y,LUSUKI,13,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,14,3,y,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,15,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,y,LUSUKI,16,,,,1,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,17,,,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,18,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,19,,,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,45,MBG,n,LUSUKI,20,,,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,y,LUSUKI,1,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,y,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,y,LUSUKI,3,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,y,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,5,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,7,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,8,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,9,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,11,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,13,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,14,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,15,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,16,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,17,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,18,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,19,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,20,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,21,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,22,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,23,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,24,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,25,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,26,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,27,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,28,0,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,46,SM,n,LUSUKI,29,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,1,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,2,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,3,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,4,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,y,SIVI,5,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,6,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,y,SIVI,7,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,8,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,9,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,3,Control,y,SIVI,10,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,11,,,,5,n,,,,,,,,,,,,,,,
Bellfountain,3,Control,n,SIVI,12,,,,12,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,2,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,3,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,4,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,6,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,7,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,8,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,9,0,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,10,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,11,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,12,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,13,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,14,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,y,SIVI,15,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,16,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,17,1,n,,4,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,18,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,19,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,20,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,21,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,22,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,23,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,24,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,25,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,26,,,,2,n,,,,,,,,,,,,,,,
Bellfountain,6,SM,n,SIVI,27,,,,1,n,,,,,,,,,,,,,,,
Bellfountain,8,MBG,n,SIVI,1,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,n,SIVI,2,1,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,3,1,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,4,1,y,,5,n,,,,,,,,,,,,,,,
Bellfountain,8,MBG,n,SIVI,5,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,n,SIVI,6,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,7,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,8,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,9,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,8,MBG,y,SIVI,10,,,,2,n,,new germ\,,,,,,,,,,,,,
Bellfountain,8,MBG,n,SIVI,11,,,,1,n,seedling,,,,,,,,,,,,,,
Bellfountain,10,MBG,n,SIVI,1,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,10,MBG,n,SIVI,2,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,10,MBG,n,SIVI,3,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,10,MBG,n,SIVI,4,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,10,MBG,n,SIVI,5,1,n,,,,,,,,,,,,,,,,,,
