Site,Trt Unit,Treatment,Scarified,Species,Plant #,Leaves,Grazed,Notes,Leaves_2011,Grazed_2011,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,n,LUSUKI,36,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,n,LUSUKI,37,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,38,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,39,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,40,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,41,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,42,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,43,3,y,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,44,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,45,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,46,5,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,47,3,n,,10,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,48,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,49,3,n,,10,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,50,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,51,5,n,,13,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,n,LUSUKI,52,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,n,LUSUKI,53,,,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,24,MM,y,LUSUKI,54,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,1,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,3,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,4,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,5,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,6,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,7,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,8,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,12,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,13,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,14,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,15,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,17,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,19,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,20,0,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,21,6,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,22,5,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,23,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,24,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,25,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,26,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,27,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,28,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,29,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,30,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,31,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,32,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,33,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,34,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,35,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,36,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,37,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,y,LUSUKI,38,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,26,Control,n,LUSUKI,39,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,4,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,5,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,7,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,8,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,10,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,11,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,13,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,15,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,n,LUSUKI,17,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,27,SBG,y,LUSUKI,18,2,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,1,3,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,2,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,3,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,4,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,5,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,7,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,11,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,12,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,13,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,14,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,15,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,17,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,18,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,19,2,y,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,20,1,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,21,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,22,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,23,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,24,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,25,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,26,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,27,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,28,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,29,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,30,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,31,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,32,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,33,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,34,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,n,LUSUKI,35,,,not recorded,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,36,,,not recorded,,,,,,,,,,,,,,,,,
Pigeon Butte,28,SM,y,LUSUKI,37,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,1,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,3,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,4,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,5,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,6,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,7,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,8,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,9,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,11,4,n,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,12,4,n,,4,y,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,13,4,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,15,4,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,17,4,n,,10,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,19,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,20,4,n,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,21,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,22,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,23,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,24,4,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,25,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,26,3,n,,11,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,27,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,28,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,29,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,30,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,31,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,32,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,33,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,34,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,35,4,n,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,36,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,37,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,38,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,39,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,40,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,41,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,42,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,43,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,44,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,45,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,46,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,47,4,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,48,4,n,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,49,2,y,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,50,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,51,2,y,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,52,3,n,,1,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,53,2,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,54,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,55,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,56,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,57,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,58,5,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,59,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,60,3,y,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,61,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,62,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,63,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,64,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,65,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,66,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,67,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,y,LUSUKI,68,,,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,69,,,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,70,,,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,32,MM,n,LUSUKI,71,,,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,y,LUSUKI,1,2,y,,14,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,y,LUSUKI,2,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,y,LUSUKI,3,3,n,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,y,LUSUKI,4,8,n,,20,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,5,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,7,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,8,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,12,6,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,13,4,n,,12,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,15,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,16,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,17,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,18,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,20,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,21,4,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,22,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,23,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,24,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,y,LUSUKI,25,4,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,35,MBG,n,LUSUKI,26,,,,12,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,2,4,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,3,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,4,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,5,2,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,6,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,7,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,8,3,n,,9,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,9,3,n,,8,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,10,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,11,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,12,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,13,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,14,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,15,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,16,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,17,0,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,18,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,19,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,20,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,21,2,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,22,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,23,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,24,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,25,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,26,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,27,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,28,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,29,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,30,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,31,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,32,1,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,33,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,34,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,35,2,y,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,36,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,37,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,38,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,39,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,40,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,41,3,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,42,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,43,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,44,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,45,4,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,46,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,47,4,n,,4,y,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,48,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,n,LUSUKI,49,2,n,,2,y,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,50,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,51,3,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,52,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,53,2,y,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,54,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,55,3,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,56,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,57,2,n,,2,y,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,58,5,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,59,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,60,5,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,61,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,62,3,n,,7,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,63,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,64,2,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,65,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,66,2,y,,6,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,67,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,68,5,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,69,3,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,70,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,71,4,n,,5,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,72,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,73,2,n,,3,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,74,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,75,4,n,,,,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,76,3,n,,2,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,77,4,n,,3,y,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,78,4,n,,4,n,,,,,,,,,,,,,,,
Pigeon Butte,39,SBG,y,LUSUKI,79,3,n,,,,,,,,,,,,,,,,,,
