site,trtUnit,treatment,scarified,speciesID,plantID,leaves_2010,grazed_2010,notes_2010,leaves_2011,grazed_2011,notes_2011
Ft. Hoskins,40,MM,n,LUOR,25,3,n,,,,
Ft. Hoskins,40,MM,,LUOR,26,1,y,middle,,,
Ft. Hoskins,40,MM,n,LUOR,27,2,n,,,,
Ft. Hoskins,40,MM,,LUOR,28,2,n,middle,,,
Ft. Hoskins,40,MM,n,LUOR,29,2,y,,,,
Ft. Hoskins,40,MM,n,LUOR,30,2,n,,,,
Ft. Hoskins,40,MM,n,LUOR,31,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,1,2,n,,,,
Ft. Hoskins,42,MM,y,LUOR,2,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,3,4,y,,,,
Ft. Hoskins,42,MM,y,LUOR,4,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,5,5,n,,,,
Ft. Hoskins,42,MM,y,LUOR,6,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,7,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,8,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,9,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,10,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,11,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,12,2,n,,,,
Ft. Hoskins,42,MM,y,LUOR,13,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,14,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,15,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,16,4,n,,,,
Ft. Hoskins,42,MM,y,LUOR,17,1,y,,,,
Ft. Hoskins,42,MM,y,LUOR,18,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,19,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,20,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,21,2,n,,,,
Ft. Hoskins,42,MM,y,LUOR,22,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,23,4,n,,,,
Ft. Hoskins,42,MM,y,LUOR,24,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,25,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,26,2,y,,,,
Ft. Hoskins,42,MM,y,LUOR,27,2,y,,,,
Ft. Hoskins,42,MM,y,LUOR,28,3,n,,,,
Ft. Hoskins,42,MM,y,LUOR,29,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,30,2,n,,,,
Ft. Hoskins,42,MM,y,LUOR,31,4,y,,,,
Ft. Hoskins,42,MM,y,LUOR,32,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,33,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,34,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,35,4,y,,,,
Ft. Hoskins,42,MM,n,LUOR,36,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,37,7,n,,,,
Ft. Hoskins,42,MM,n,LUOR,38,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,39,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,40,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,41,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,42,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,43,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,44,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,45,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,46,2,y,,,,
Ft. Hoskins,42,MM,n,LUOR,47,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,48,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,49,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,50,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,51,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,52,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,53,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,54,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,55,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,56,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,57,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,58,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,59,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,60,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,61,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,62,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,63,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,64,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,65,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,66,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,67,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,68,3,n,,5,n,
Ft. Hoskins,42,MM,n,LUOR,69,2,y,,,,
Ft. Hoskins,42,MM,n,LUOR,70,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,71,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,72,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,73,2,y,,,,
Ft. Hoskins,42,MM,n,LUOR,74,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,75,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,76,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,77,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,78,1,y,,,,
Ft. Hoskins,42,MM,n,LUOR,79,4,n,,,,
Ft. Hoskins,42,MM,n,LUOR,80,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,81,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,82,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,83,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,84,2,n,,,,
Ft. Hoskins,42,MM,n,LUOR,85,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,86,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,87,4,y,,,,
Ft. Hoskins,42,MM,n,LUOR,88,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,89,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,90,3,n,,,,
Ft. Hoskins,42,MM,n,LUOR,91,2,y,,,,
Ft. Hoskins,42,MM,n,LUOR,92,3,y,,,,
Ft. Hoskins,42,MM,n,LUOR,93,3,y,,,,
Ft. Hoskins,42,MM,,LUOR,94,2,y,can't find,,,
Ft. Hoskins,42,MM,y,LUOR,95,3,y,,,,
Ft. Hoskins,42,MM,y,LUOR,96,4,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,1,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,2,1,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,3,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,4,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,5,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,6,3,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,7,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,8,1,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,9,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,10,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,11,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,12,2,y,,7,y,
Ft. Hoskins,43,MBG,n,LUOR,13,1,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,14,1,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,15,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,16,4,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,17,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,18,3,y,,5,y,
Ft. Hoskins,43,MBG,n,LUOR,19,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,20,4,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,21,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,22,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,23,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,24,4,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,25,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,26,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,27,3,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,28,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,29,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,30,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,31,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,32,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,33,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,34,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,35,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,36,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,37,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,38,3,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,39,2,y,,,,
Ft. Hoskins,43,MBG,n,LUOR,40,2,n,,,,
Ft. Hoskins,43,MBG,n,LUOR,41,3,n,,,,
Ft. Hoskins,43,MBG,y,LUOR,42,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,43,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,44,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,45,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,46,3,n,,,,
Ft. Hoskins,43,MBG,y,LUOR,47,3,y,,2,n,
Ft. Hoskins,43,MBG,y,LUOR,48,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,49,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,50,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,51,4,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,52,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,53,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,54,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,55,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,56,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,57,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,58,2,n,,4,n,
Ft. Hoskins,43,MBG,y,LUOR,59,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,60,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,61,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,62,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,63,3,y,,4,y,
Ft. Hoskins,43,MBG,y,LUOR,64,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,65,3,n,,,,
Ft. Hoskins,43,MBG,y,LUOR,66,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,67,2,n,,,,
Ft. Hoskins,43,MBG,y,LUOR,68,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,69,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,70,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,71,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,72,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,73,3,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,74,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,75,2,y,,,,
Ft. Hoskins,43,MBG,y,LUOR,76,2,y,,,,
Ft. Hoskins,44,MM,n,LUOR,1,4,n,,,,
Ft. Hoskins,44,MM,n,LUOR,2,4,y,,,,
Ft. Hoskins,44,MM,n,LUOR,3,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,4,2,y,,,,
Ft. Hoskins,44,MM,n,LUOR,5,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,6,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,7,3,y,,4,n,
Ft. Hoskins,44,MM,n,LUOR,8,2,y,,,,
Ft. Hoskins,44,MM,n,LUOR,9,4,n,,,,
Ft. Hoskins,44,MM,n,LUOR,10,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,11,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,12,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,13,5,n,,,,
Ft. Hoskins,44,MM,n,LUOR,14,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,15,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,16,3,n,,4,n,
Ft. Hoskins,44,MM,n,LUOR,17,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,18,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,19,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,20,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,21,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,22,4,y,,,,
Ft. Hoskins,44,MM,n,LUOR,23,4,n,,2,n,
Ft. Hoskins,44,MM,n,LUOR,24,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,25,5,y,,,,
Ft. Hoskins,44,MM,n,LUOR,26,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,27,4,n,,8,n,
Ft. Hoskins,44,MM,n,LUOR,28,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,29,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,30,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,31,4,n,,,,
Ft. Hoskins,44,MM,n,LUOR,32,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,33,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,34,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,35,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,36,3,n,,,,
Ft. Hoskins,44,MM,,LUOR,37,4,n,middle,,,
Ft. Hoskins,44,MM,y,LUOR,38,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,39,2,y,,,,
Ft. Hoskins,44,MM,y,LUOR,40,1,n,,,,
Ft. Hoskins,44,MM,y,LUOR,41,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,42,2,n,,,,
Ft. Hoskins,44,MM,y,LUOR,43,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,44,1,y,,,,
Ft. Hoskins,44,MM,y,LUOR,45,3,y,,,,
Ft. Hoskins,44,MM,y,LUOR,46,2,n,,,,
Ft. Hoskins,44,MM,y,LUOR,47,1,y,,,,
Ft. Hoskins,44,MM,y,LUOR,48,5,y,,,,
Ft. Hoskins,44,MM,y,LUOR,49,4,n,,,,
Ft. Hoskins,44,MM,y,LUOR,50,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,51,3,y,,,,
Ft. Hoskins,44,MM,y,LUOR,52,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,53,2,n,,,,
Ft. Hoskins,44,MM,y,LUOR,54,3,y,,,,
Ft. Hoskins,44,MM,y,LUOR,55,3,y,,,,
Ft. Hoskins,44,MM,y,LUOR,56,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,57,4,y,,,,
Ft. Hoskins,44,MM,y,LUOR,58,2,n,,,,
Ft. Hoskins,44,MM,y,LUOR,59,4,y,,,,
Ft. Hoskins,44,MM,y,LUOR,60,3,n,,,,
Ft. Hoskins,44,MM,y,LUOR,61,3,y,,,,
Ft. Hoskins,44,MM,n,LUOR,62,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,63,3,n,,,,
Ft. Hoskins,44,MM,n,LUOR,64,2,n,,,,
Ft. Hoskins,44,MM,n,LUOR,65,4,n,,,,
Ft. Hoskins,44,MM,n,LUOR,66,1,y,,,,
Ft. Hoskins,44,MM,,LUOR,67,3,y,can't find,,,
Ft. Hoskins,44,MM,y,LUOR,68,4,n,,,,
Ft. Hoskins,44,MM,y,LUOR,69,3,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,1,4,y,,4,n,
Ft. Hoskins,49,SBG,n,LUOR,2,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,3,3,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,4,2,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,5,4,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,6,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,7,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,8,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,9,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,10,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,11,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,12,3,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,13,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,14,3,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,15,3,n,,5,n,
Ft. Hoskins,49,SBG,n,LUOR,16,4,y,,6,n,
Ft. Hoskins,49,SBG,n,LUOR,17,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,18,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,19,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,20,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,21,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,22,4,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,23,2,y,,6,n,
Ft. Hoskins,49,SBG,n,LUOR,24,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,25,4,y,,5,n,
Ft. Hoskins,49,SBG,n,LUOR,26,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,27,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,28,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,29,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,30,3,y,,3,n,
Ft. Hoskins,49,SBG,n,LUOR,31,4,y,,5,y,
Ft. Hoskins,49,SBG,n,LUOR,32,2,n,,,,
Ft. Hoskins,49,SBG,y,LUOR,33,4,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,34,3,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,35,3,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,36,4,y,,4,n,
Ft. Hoskins,49,SBG,y,LUOR,37,4,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,38,3,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,39,2,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,40,4,y,,6,y,
Ft. Hoskins,49,SBG,y,LUOR,41,3,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,42,4,n,,4,n,
Ft. Hoskins,49,SBG,y,LUOR,43,4,y,,5,n,
Ft. Hoskins,49,SBG,y,LUOR,44,4,y,,3,n,
Ft. Hoskins,49,SBG,y,LUOR,45,4,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,46,4,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,47,3,y,,4,n,
Ft. Hoskins,49,SBG,y,LUOR,48,3,y,,,,
Ft. Hoskins,49,SBG,y,LUOR,49,2,n,,,,
Ft. Hoskins,49,SBG,y,LUOR,50,3,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,51,4,y,,,,
Ft. Hoskins,49,SBG,n,LUOR,52,2,n,,,,
Ft. Hoskins,49,SBG,y,LUOR,53,4,n,,,,
Ft. Hoskins,49,SBG,n,LUOR,54,,,,5,n,
Ft. Hoskins,49,SBG,n,LUOR,55,,,,2,n,
Ft. Hoskins,50,Control,n,LUOR,1,4,y,,,,
Ft. Hoskins,50,Control,n,LUOR,2,3,y,,,,
Ft. Hoskins,50,Control,,LUOR,3,2,n,,,,
Ft. Hoskins,50,Control,n,LUOR,4,3,n,,,,
Ft. Hoskins,50,Control,n,LUOR,5,4,n,,,,
Ft. Hoskins,50,Control,n,LUOR,6,4,y,,,,
Ft. Hoskins,50,Control,n,LUOR,7,2,y,,,,
Ft. Hoskins,50,Control,n,LUOR,8,4,y,,,,
Ft. Hoskins,50,Control,n,LUOR,9,2,y,,,,
Ft. Hoskins,50,Control,n,LUOR,10,3,y,,,,
Ft. Hoskins,50,Control,n,LUOR,11,2,y,,,,
Ft. Hoskins,50,Control,n,LUOR,12,4,y,,4,n,
Ft. Hoskins,50,Control,n,LUOR,13,3,y,,2,n,
Ft. Hoskins,50,Control,n,LUOR,14,2,y,,,,
Ft. Hoskins,50,Control,y,LUOR,15,3,n,,2,n,
Ft. Hoskins,50,Control,y,LUOR,16,4,n,,,,
Ft. Hoskins,50,Control,y,LUOR,17,2,n,,,,
Ft. Hoskins,50,Control,y,LUOR,18,3,y,,,,
Ft. Hoskins,50,Control,y,LUOR,19,3,y,,,,
Ft. Hoskins,50,Control,y,LUOR,20,4,y,,,,
Ft. Hoskins,50,Control,y,LUOR,21,3,n,,5,y,
Ft. Hoskins,50,Control,y,LUOR,22,3,n,,,,
Ft. Hoskins,50,Control,y,LUOR,23,3,n,,,,
Ft. Hoskins,50,Control,y,LUOR,24,3,y,,,,
Ft. Hoskins,50,Control,y,LUOR,25,3,n,,,,
Ft. Hoskins,50,Control,y,LUOR,26,33,n,,,,
Ft. Hoskins,50,Control,y,LUOR,27,2,n,,,,
Ft. Hoskins,50,Control,y,LUOR,28,4,y,,,,
Ft. Hoskins,50,Control,y,LUOR,29,2,y,,,,
Ft. Hoskins,50,Control,y,LUOR,30,2,y,,,,
Ft. Hoskins,50,Control,y,LUOR,31,1,y,,,,
Ft. Hoskins,50,Control,y,LUOR,32,3,n,,,,
Ft. Hoskins,50,Control,n,LUOR,33,3,n,,,,
Ft. Hoskins,50,Control,y,LUOR,34,4,y,,,,
Ft. Hoskins,50,Control,y,LUOR,35,4,n,,,,
Ft. Hoskins,50,Control,y,LUOR,36,3,n,,2,n,
Pigeon Butte,2,SBG,n,LUOR,1,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,2,2,n,,,,
Pigeon Butte,2,SBG,n,LUOR,3,2,n,,,,
Pigeon Butte,2,SBG,n,LUOR,4,3,n,,,,
Pigeon Butte,2,SBG,n,LUOR,5,3,n,,6,n,
Pigeon Butte,2,SBG,n,LUOR,6,4,n,,8,n,
Pigeon Butte,2,SBG,n,LUOR,7,3,n,,2,n,
Pigeon Butte,2,SBG,n,LUOR,8,3,n,,4,n,
Pigeon Butte,2,SBG,n,LUOR,9,5,n,,21,n,
Pigeon Butte,2,SBG,n,LUOR,10,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,11,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,12,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,13,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,14,4,n,,5,n,
Pigeon Butte,2,SBG,n,LUOR,15,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,16,2,n,,3,n,
Pigeon Butte,2,SBG,n,LUOR,17,3,n,,3,n,
Pigeon Butte,2,SBG,n,LUOR,18,3,n,,,,
Pigeon Butte,2,SBG,n,LUOR,19,1,y,,12,n,
Pigeon Butte,2,SBG,n,LUOR,20,3,n,,,,
Pigeon Butte,2,SBG,n,LUOR,21,3,n,,4,y,
Pigeon Butte,2,SBG,n,LUOR,22,4,n,,,,
Pigeon Butte,2,SBG,n,LUOR,23,3,n,,7,y,
Pigeon Butte,2,SBG,n,LUOR,24,2,n,,,,
Pigeon Butte,2,SBG,n,LUOR,25,2,y,,,,
Pigeon Butte,2,SBG,y,LUOR,26,3,y,,,,
Pigeon Butte,2,SBG,y,LUOR,27,4,n,,,,
Pigeon Butte,2,SBG,y,LUOR,28,2,n,,,,
Pigeon Butte,2,SBG,n,LUOR,29,5,n,,1,y,
Pigeon Butte,2,SBG,n,LUOR,30,5,n,,4,n,
Pigeon Butte,2,SBG,n,LUOR,31,,,,4,n,
Pigeon Butte,2,SBG,n,LUOR,32,,,,3,y,
Pigeon Butte,2,SBG,n,LUOR,33,,,,2,n,
Pigeon Butte,3,SM,n,LUOR,1,3,n,,4,n,
Pigeon Butte,3,SM,n,LUOR,2,2,y,,,,
Pigeon Butte,3,SM,n,LUOR,3,2,y,,,,
Pigeon Butte,3,SM,n,LUOR,4,2,y,,,,
Pigeon Butte,3,SM,n,LUOR,5,2,n,,,,
Pigeon Butte,3,SM,n,LUOR,6,5,n,,,,
Pigeon Butte,3,SM,n,LUOR,7,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,8,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,9,2,n,,,,
Pigeon Butte,3,SM,n,LUOR,10,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,11,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,12,2,n,,,,
Pigeon Butte,3,SM,n,LUOR,13,4,y,,3,n,
Pigeon Butte,3,SM,n,LUOR,14,4,y,,,,
Pigeon Butte,3,SM,n,LUOR,15,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,16,1,y,,4,n,
Pigeon Butte,3,SM,n,LUOR,17,1,y,,,,
Pigeon Butte,3,SM,n,LUOR,18,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,19,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,20,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,21,4,n,,3,n,
Pigeon Butte,3,SM,n,LUOR,22,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,23,4,n,,5,n,
Pigeon Butte,3,SM,n,LUOR,24,3,y,,4,n,
Pigeon Butte,3,SM,n,LUOR,25,3,y,,,,
Pigeon Butte,3,SM,n,LUOR,26,5,y,,5,n,
Pigeon Butte,3,SM,n,LUOR,27,2,n,,,,
Pigeon Butte,3,SM,n,LUOR,28,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,29,3,n,,2,n,
Pigeon Butte,3,SM,n,LUOR,30,5,n,,5,n,
Pigeon Butte,3,SM,y,LUOR,31,3,n,,,,
Pigeon Butte,3,SM,y,LUOR,32,3,n,,,,
Pigeon Butte,3,SM,y,LUOR,33,3,n,,,,
Pigeon Butte,3,SM,y,LUOR,34,4,n,,8,n,
Pigeon Butte,3,SM,y,LUOR,35,4,y,,2,n,
Pigeon Butte,3,SM,y,LUOR,36,4,n,,3,n,
Pigeon Butte,3,SM,y,LUOR,37,5,n,,4,n,
Pigeon Butte,3,SM,y,LUOR,38,2,n,,3,n,
Pigeon Butte,3,SM,y,LUOR,39,1,n,,,,
Pigeon Butte,3,SM,n,LUOR,40,2,n,,4,n,
Pigeon Butte,3,SM,n,LUOR,41,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,42,2,n,,1,n,
Pigeon Butte,3,SM,n,LUOR,43,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,44,1,n,,,,
Pigeon Butte,3,SM,n,LUOR,45,2,n,,3,n,
Pigeon Butte,3,SM,n,LUOR,46,2,n,,1,n,
Pigeon Butte,3,SM,n,LUOR,47,3,n,,,,
Pigeon Butte,3,SM,n,LUOR,48,3,y,,2,n,
Pigeon Butte,3,SM,n,LUOR,49,2,n,,,,
Pigeon Butte,3,SM,n,LUOR,50,4,n,,,,
Pigeon Butte,3,SM,n,LUOR,51,2,n,,2,n,
Pigeon Butte,3,SM,,LUOR,52,,,,3,n,
Pigeon Butte,3,SM,,LUOR,53,,,,4,n,
Pigeon Butte,3,SM,,LUOR,54,,,,3,n,
Pigeon Butte,3,SM,,LUOR,55,,,,2,n,
Pigeon Butte,3,SM,,LUOR,56,,,,3,n,
Pigeon Butte,5,Control,y,LUOR,1,3,n,,3,n,
